,title,author,downloads,subjects,firstpubyear,shortauthor,shorttitle,worldcaturl
PG23732,A Girl of the Klondike,"Cross, Victoria",4,{'Klondike River Valley (Yukon) -- Gold discoveries -- Fiction'},1800.0,Victoria+Cross,Girl+Klondike,https://www.worldcat.org/search?q=Victoria+Cross+Girl+Klondike&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG17492,Six Little Bunkers at Cousin Tom's,"Hope, Laura Lee",21,"{'New Jersey -- Juvenile fiction', 'Seashore -- Juvenile fiction', 'Brothers and sisters -- Juvenile fiction'}",1918.0,Laura+Hope,Little+Bunkers,https://www.worldcat.org/search?q=Laura+Hope+Little+Bunkers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19369,The Triumphs of Eugène Valmont,"Barr, Robert",67,"{'Humorous stories, English', 'Detective and mystery stories, English', 'Private investigators -- England -- London -- Fiction', 'French -- England -- London -- Fiction'}",1906.0,Robert+Barr,Triumphs+Eugène,https://www.worldcat.org/search?q=Robert+Barr+Triumphs+Eugène&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG49947,The Alhambra,"Irving, Washington",270,"{'Spain -- Social life and customs', 'Palaces -- Spain -- Granada', 'Alhambra (Granada, Spain) -- Fiction', 'Irving, Washington, 1783-1859 -- Travel -- Spain', 'Palaces -- Spain -- Granada -- Fiction', 'Spain -- Social life and customs -- Fiction', 'Alhambra (Granada, Spain)'}",1800.0,Washington+Irving,Alhambra,https://www.worldcat.org/search?q=Washington+Irving+Alhambra&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56773,The Polly Page Ranch Club,"Forrester, Izola L. (Izola Louise)",2,"{'Wyoming -- Juvenile fiction', 'Ranch life -- Juvenile fiction', 'Vacations -- Juvenile fiction', 'Private schools -- Juvenile fiction', 'African Americans -- Juvenile fiction', 'Girls -- Juvenile fiction'}",1844.0,Izola+Forrester,Polly+Page,https://www.worldcat.org/search?q=Izola+Forrester+Polly+Page&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG2864,The Trumpet-Major,"Hardy, Thomas",105,"{'Great Britain -- History -- Regency, 1800-1837 -- Fiction', 'Soldiers -- Fiction', 'Brothers -- Fiction', 'Merchant mariners -- Fiction', 'Love stories', 'England -- Social life and customs -- 19th century -- Fiction', 'Historical fiction', 'Wessex (England) -- Fiction', 'Napoleonic Wars, 1800-1815 -- Fiction'}",1912.0,Thomas+Hardy,Trumpet+Major,https://www.worldcat.org/search?q=Thomas+Hardy+Trumpet+Major&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30183,A Manual of the Art of Fiction,"Hamilton, Clayton Meeker",40,{'Fiction'},1933.0,Clayton+Hamilton,Manual+Fiction,https://www.worldcat.org/search?q=Clayton+Hamilton+Manual+Fiction&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG51141,"Charlie Bell, The Waif of Elm Island","Kellogg, Elijah",5,"{'Islands -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Adopted children -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Success -- Juvenile fiction', 'Orphans -- Juvenile fiction', 'Diligence -- Juvenile fiction', 'Sailors -- Juvenile fiction', 'Self-reliance -- Juvenile fiction'}",1869.0,Elijah+Kellogg,Charlie+Bell,https://www.worldcat.org/search?q=Elijah+Kellogg+Charlie+Bell&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG41356,Letty and the Twins,"Griffith, Helen Sherman",51,"{'Twins -- Juvenile fiction', 'Friendship -- Juvenile fiction', 'Circus -- Juvenile fiction', 'Farm life -- Juvenile fiction'}",1910.0,Helen+Griffith,Letty+Twins,https://www.worldcat.org/search?q=Helen+Griffith+Letty+Twins&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG24821,Diamond Dyke: The Lone Farm on the Veldt - Story of South African Adventure,"Fenn, George Manville",12,"{'South Africa -- Fiction', 'Adventure stories'}",1895.0,George+Fenn,Diamond+Dyke,https://www.worldcat.org/search?q=George+Fenn+Diamond+Dyke&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG44454,The Smuggler Chief: A Novel,"Aimard, Gustave",12,"{'Smugglers -- Fiction', 'Adventure stories', 'Fiction'}",1860.0,Gustave+Aimard,Smuggler+Chief,https://www.worldcat.org/search?q=Gustave+Aimard+Smuggler+Chief&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG46252,The Highflyers,"Kelland, Clarence Budington",21,"{'World War, 1914-1918 -- Fiction'}",1919.0,Clarence+Kelland,Highflyers,https://www.worldcat.org/search?q=Clarence+Kelland+Highflyers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG14527,Children of the Mist,"Phillpotts, Eden",17,"{'Villages -- Fiction', 'Dartmoor (England) -- Fiction'}",1898.0,Eden+Phillpotts,Children+Mist,https://www.worldcat.org/search?q=Eden+Phillpotts+Children+Mist&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40372,"The Secret of the Silver Car: Further Adventures of Anthony Trent, Master Criminal","Martyn, Wyndham",19,"{'Detective and mystery stories', 'Criminals -- Fiction'}",1900.0,Wyndham+Martyn,Secret+Silver,https://www.worldcat.org/search?q=Wyndham+Martyn+Secret+Silver&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36071,"Hesperus; or, Forty-Five Dog-Post-Days: A Biography. Vol. I.",Jean Paul,85,{'Fiction'},1864.0,Paul+Jean,Hesperus+Forty,https://www.worldcat.org/search?q=Paul+Jean+Hesperus+Forty&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG38798,The Monctons: A Novel. Volume 2 (of 2),"Moodie, Susanna",19,{'Fiction'},1856.0,Susanna+Moodie,Monctons+Novel,https://www.worldcat.org/search?q=Susanna+Moodie+Monctons+Novel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG14486,The Thunder Bird,"Bower, B. M.",21,"{'Western stories', 'Air pilots -- Fiction'}",1919.0,Bower,Thunder+Bird,https://www.worldcat.org/search?q=Bower+Thunder+Bird&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG17824,Little Black Sambo,"Bannerman, Helen",734,"{'Boys -- Juvenile fiction', 'India -- Juvenile fiction', 'Tiger -- Juvenile fiction', 'Pride and vanity -- Juvenile fiction', ""Children's stories""}",1900.0,Helen+Bannerman,Little+Black,https://www.worldcat.org/search?q=Helen+Bannerman+Little+Black&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG17183,Atmâ: A Romance,"Frazer, C. A. (Caroline Augusta)",12,"{'Sikhs -- India -- Punjab -- History -- Fiction', 'Historical fiction', 'Atama Singha -- Fiction'}",1891.0,Frazer,Atmâ+Romance,https://www.worldcat.org/search?q=Frazer+Atmâ+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15798,Clover,"Coolidge, Susan",91,"{'Sisters -- Juvenile fiction', 'Cousins -- Juvenile fiction', 'Ranches -- Juvenile fiction', 'Physicians -- Juvenile fiction', 'Courtship -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Weddings -- Juvenile fiction', 'Families -- Juvenile fiction'}",1888.0,Susan+Coolidge,Clover,https://www.worldcat.org/search?q=Susan+Coolidge+Clover&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG20419,Gigolo,"Ferber, Edna",34,"{'Short stories, American', 'Manners and customs -- Fiction'}",1923.0,Edna+Ferber,Gigolo,https://www.worldcat.org/search?q=Edna+Ferber+Gigolo&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40151,Constance Sherwood: An Autobiography of the Sixteenth Century,"Fullerton, Georgiana",18,"{'Great Britain -- History -- Elizabeth, 1558-1603 -- Fiction'}",1865.0,Georgiana+Fullerton,Constance+Sherwood,https://www.worldcat.org/search?q=Georgiana+Fullerton+Constance+Sherwood&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56717,Members of the Family,"Wister, Owen",26,"{'Wyoming -- Fiction', 'Western stories', 'Ranch life -- Fiction', 'Cowboys -- Fiction'}",1911.0,Owen+Wister,Members+Family,https://www.worldcat.org/search?q=Owen+Wister+Members+Family&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG13020,"The Boy Allies at Verdun; Or, Saving France from the Enemy","Hayes, Clair W. (Clair Wallace)",2,"{'World War, 1914-1918 -- France -- Juvenile fiction', 'Verdun, Battle of, Verdun, France, 1916 -- Juvenile fiction'}",1917.0,Clair+Hayes,Allies+Verdun,https://www.worldcat.org/search?q=Clair+Hayes+Allies+Verdun&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG64110,At the Sign of the Fox: A Romance,"Wright, Mabel Osgood",8,"{'United States -- Social life and customs -- 20th century -- Fiction', 'Man-woman relationships -- Fiction'}",1903.0,Mabel+Wright,Sign+Romance,https://www.worldcat.org/search?q=Mabel+Wright+Sign+Romance&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG27811,Macaria,"Evans, Augusta J. (Augusta Jane)",13,"{'United States -- History -- Civil War, 1861-1865 -- Women -- Fiction', 'Love stories', 'Women and war -- Fiction', 'Confederate States of America -- History -- Fiction', 'War stories'}",1864.0,Augusta+Evans,Macaria,https://www.worldcat.org/search?q=Augusta+Evans+Macaria&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16011,"The Emigrants Of Ahadarra: The Works of William Carleton, Volume Two","Carleton, William",82,{'Ireland -- Social life and customs -- Fiction'},1848.0,William+Carleton,Emigrants+Ahadarra,https://www.worldcat.org/search?q=William+Carleton+Emigrants+Ahadarra&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG18667,Doctor Rabbit and Brushtail the Fox,"Hinkle, Thomas C. (Thomas Clark)",22,"{'Foxes -- Juvenile fiction', 'Animals -- Juvenile fiction', 'Rabbits -- Juvenile fiction'}",1918.0,Thomas+Hinkle,Doctor+Rabbit,https://www.worldcat.org/search?q=Thomas+Hinkle+Doctor+Rabbit&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG53049,Instead of the Thorn: A Novel,"Burnham, Clara Louise",20,"{'Love stories', 'Children of the rich -- Fiction', 'Maine -- Fiction', 'Young women -- Fiction'}",1916.0,Clara+Burnham,Instead+Thorn,https://www.worldcat.org/search?q=Clara+Burnham+Instead+Thorn&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35388,The Master of the Inn,"Herrick, Robert",16,{'Healers -- Fiction'},1900.0,Robert+Herrick,Master,https://www.worldcat.org/search?q=Robert+Herrick+Master&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG10372,Bunch Grass: A Chronicle of Life on a Cattle Ranch,"Vachell, Horace Annesley",10,"{'Western stories', 'Ranching -- California -- Fiction', 'Short stories, English'}",1912.0,Horace+Vachell,Bunch+Grass,https://www.worldcat.org/search?q=Horace+Vachell+Bunch+Grass&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1088,Rolf in the Woods,"Seton, Ernest Thompson",40,"{'Scouting (Reconnaissance) -- Fiction', 'Indians of North America -- Fiction', 'Camping -- Fiction', 'Scouts (Reconnaissance) -- Fiction'}",1911.0,Ernest+Seton,Rolf+Woods,https://www.worldcat.org/search?q=Ernest+Seton+Rolf+Woods&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7618,Pelham — Volume 04,"Lytton, Edward Bulwer Lytton, Baron",5,"{'English fiction -- 19th century', 'Adventure stories', 'Great Britain -- History -- 19th century -- Fiction'}",1833.0,Edward+Lytton,Pelham,https://www.worldcat.org/search?q=Edward+Lytton+Pelham&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG61183,Weeds,"Baroja, Pío",18,{'Spanish fiction -- Translations into English'},1922.0,Pío+Baroja,Weeds,https://www.worldcat.org/search?q=Pío+Baroja+Weeds&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26002,Linda Tressel,"Trollope, Anthony",15,{'Germany -- Social life and customs -- 19th century -- Fiction'},1868.0,Anthony+Trollope,Linda+Tressel,https://www.worldcat.org/search?q=Anthony+Trollope+Linda+Tressel&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40414,Sophy of Kravonia: A Novel,"Hope, Anthony",13,"{'British -- Foreign countries -- Fiction', 'Adventure stories'}",1900.0,Anthony+Hope,Sophy+Kravonia,https://www.worldcat.org/search?q=Anthony+Hope+Sophy+Kravonia&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21042,"Roger Ingleton, Minor","Reed, Talbot Baines",15,"{'Brothers -- Juvenile fiction', 'Children and death -- Juvenile fiction', 'Inheritance and succession -- Juvenile fiction', 'Mothers and sons -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Tutors and tutoring -- Juvenile fiction'}",1891.0,Talbot+Reed,Roger+Ingleton,https://www.worldcat.org/search?q=Talbot+Reed+Roger+Ingleton&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG19801,The Drummer's Coat,"Fortescue, J. W. (John William), Sir",14,"{'Courage -- Juvenile fiction', 'Children -- Conduct of life -- Juvenile fiction', 'Soldiers -- Juvenile fiction', 'Devotion -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Widows -- Juvenile fiction', 'Recluses -- Juvenile fiction', 'Mentally ill children -- Juvenile fiction'}",1899.0,Sir+Fortescue,Drummer+Coat,https://www.worldcat.org/search?q=Sir+Fortescue+Drummer+Coat&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30572,Silver and Gold: A Story of Luck and Love in a Western Mining Camp,"Coolidge, Dane",14,"{'Gold mines and mining -- Fiction', 'Western stories', 'Silver mines and mining -- Fiction'}",1919.0,Dane+Coolidge,Silver+Gold,https://www.worldcat.org/search?q=Dane+Coolidge+Silver+Gold&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG58287,The Slanderers,"Deeping, Warwick",11,"{'England -- Social life and customs -- Fiction', 'Man-woman relationships -- Fiction', 'Gossip -- Fiction', 'Villages -- Fiction'}",1904.0,Warwick+Deeping,Slanderers,https://www.worldcat.org/search?q=Warwick+Deeping+Slanderers&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG47739,The Wyndham Girls,"Taggart, Marion Ames",24,"{'Children of the rich -- Juvenile fiction', 'Young women -- Conduct of life -- Juvenile fiction', 'New York (N.Y.) -- Juvenile fiction', 'Families -- Juvenile fiction'}",1902.0,Marion+Taggart,Wyndham+Girls,https://www.worldcat.org/search?q=Marion+Taggart+Wyndham+Girls&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG41260,Dan Carter-- Cub Scout,"Wirt, Mildred A. (Mildred Augustine)",19,"{'Mystery and detective stories', 'Thieves -- Juvenile fiction', 'Pheasants -- Juvenile fiction', 'Cub Scouts -- Juvenile fiction'}",1949.0,Mildred+Wirt,Carter+Scout,https://www.worldcat.org/search?q=Mildred+Wirt+Carter+Scout&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG513,The Snow Image,"Hawthorne, Nathaniel",81,"{'Short stories', 'New England -- Social life and customs -- Fiction', 'Historical fiction, American'}",1882.0,Nathaniel+Hawthorne,Snow+Image,https://www.worldcat.org/search?q=Nathaniel+Hawthorne+Snow+Image&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG65223,Mixed Pickles,"Raymond, Evelyn",8,"{'Invalids -- Juvenile fiction', 'Families -- Juvenile fiction', 'Quakers -- Juvenile fiction', 'Conduct of life -- Juvenile fiction'}",1892.0,Evelyn+Raymond,Mixed+Pickles,https://www.worldcat.org/search?q=Evelyn+Raymond+Mixed+Pickles&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG60327,The Green Mirror: A Quiet Story,"Walpole, Hugh",7,"{'London (England) -- Fiction', 'Betrothal -- Fiction', 'Families -- Fiction', 'England -- Social life and customs -- 20th century -- Fiction'}",1917.0,Hugh+Walpole,Green+Mirror,https://www.worldcat.org/search?q=Hugh+Walpole+Green+Mirror&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23474,The Bishop's Secret,"Hume, Fergus",20,"{'Detective and mystery stories', 'Clergy -- England -- Fiction'}",1899.0,Fergus+Hume,Bishop+Secret,https://www.worldcat.org/search?q=Fergus+Hume+Bishop+Secret&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG21666,Uncle Rutherford's Nieces: A Story for Girls,"Mathews, Joanna H. (Joanna Hooe)",2,"{'Conduct of life -- Juvenile fiction', 'Families -- Juvenile fiction', 'Seashore -- Juvenile fiction', 'Peanut industry -- Juvenile fiction', 'Christian life -- Juvenile fiction', 'Uncles -- Juvenile fiction'}",1887.0,Joanna+Mathews,Uncle+Rutherford,https://www.worldcat.org/search?q=Joanna+Mathews+Uncle+Rutherford&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG23304,The Lady Doc,"Lockhart, Caroline",21,{'Women physicians -- Fiction'},1912.0,Caroline+Lockhart,Lady,https://www.worldcat.org/search?q=Caroline+Lockhart+Lady&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG45320,Ladies and Gentlemen,"Cobb, Irvin S. (Irvin Shrewsbury)",29,"{'Short stories, American', 'Fiction'}",1885.0,Irvin+Cobb,Ladies+Gentlemen,https://www.worldcat.org/search?q=Irvin+Cobb+Ladies+Gentlemen&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5052,Absalom's Hair,"Bjørnson, Bjørnstjerne",10,"{'Norwegian fiction -- Translations into English', 'Families -- Fiction', 'Parent and child -- Fiction', 'Attitude (Psychology) -- Fiction'}",1894.0,Bjørnstjerne+Bjørnson,Absalom+Hair,https://www.worldcat.org/search?q=Bjørnstjerne+Bjørnson+Absalom+Hair&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56986,"The Babe, B.A.: Being the Uneventful History of a Young Gentleman at Cambridge University","Benson, E. F. (Edward Frederic)",18,"{'College stories', 'Cambridge (England) -- Fiction', 'University of Cambridge -- Fiction', 'College students -- Fiction'}",1897.0,Benson,Babe+Being,https://www.worldcat.org/search?q=Benson+Babe+Being&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6105,Their Yesterdays,"Wright, Harold Bell",9,"{'Love stories', 'Fiction'}",1912.0,Harold+Wright,Their+Yesterdays,https://www.worldcat.org/search?q=Harold+Wright+Their+Yesterdays&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36384,The Squire's Daughter,"Hocking, Silas K. (Silas Kitto)",18,"{'Social classes -- England -- Fiction', 'Love stories', 'Landlord and tenant -- Fiction'}",1906.0,Silas+Hocking,Squire+Daughter,https://www.worldcat.org/search?q=Silas+Hocking+Squire+Daughter&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40014,John Burnet of Barns: A Romance,"Buchan, John",47,"{'Historical fiction', 'Great Britain -- History -- 17th century -- Fiction'}",1889.0,John+Buchan,John+Burnet,https://www.worldcat.org/search?q=John+Buchan+John+Burnet&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG3669,A Woman-Hater,"Reade, Charles",35,"{'Trade unions -- Fiction', 'Man-woman relationships -- Fiction', 'Women doctors -- Fiction'}",1877.0,Charles+Reade,Woman+Hater,https://www.worldcat.org/search?q=Charles+Reade+Woman+Hater&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG8741,The Brass Bowl,"Vance, Louis Joseph",13,{'Fiction'},1897.0,Louis+Vance,Brass+Bowl,https://www.worldcat.org/search?q=Louis+Vance+Brass+Bowl&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG56868,"The Boy Traders; Or, The Sportsman's Club Among the Boers","Castlemon, Harry",7,"{'Voyages and travels -- Juvenile fiction', 'Ships -- Juvenile fiction', 'Afrikaners -- Juvenile fiction'}",1877.0,Harry+Castlemon,Traders+Sportsman,https://www.worldcat.org/search?q=Harry+Castlemon+Traders+Sportsman&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG6915,In Camp on the Big Sunflower,"Leslie, Lawrence J.",3,{'Camps -- Juvenile fiction'},1913.0,Lawrence+Leslie,Camp+Sunflower,https://www.worldcat.org/search?q=Lawrence+Leslie+Camp+Sunflower&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG54121,"Tom Pinder, Foundling: A Story of the Holmfirth Flood","Sykes, D. F. E.",7,"{'Floods -- Fiction', 'Love stories', 'Foundlings -- Fiction', 'Yorkshire (England) -- Fiction'}",1898.0,Sykes,Pinder+Foundling,https://www.worldcat.org/search?q=Sykes+Pinder+Foundling&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG30486,Shirley,"Brontë, Charlotte",561,"{'Yorkshire (England) -- Fiction', 'Women -- England -- Fiction', 'Historical fiction', 'Textile industry -- Fiction', 'Napoleonic Wars, 1800-1815 -- Fiction'}",1849.0,Charlotte+Brontë,Shirley,https://www.worldcat.org/search?q=Charlotte+Brontë+Shirley&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG16651,"The Safety Curtain, and Other Stories","Dell, Ethel M. (Ethel May)",11,{'Fiction'},1917.0,Ethel+Dell,Safety+Curtain,https://www.worldcat.org/search?q=Ethel+Dell+Safety+Curtain&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7794,Pelle the Conqueror — Volume 04,"Andersen Nexø, Martin",6,"{'Fathers and sons -- Fiction', 'Immigrants -- Denmark -- Fiction'}",1913.0,Nexø+Andersen,Pelle+Conqueror,https://www.worldcat.org/search?q=Nexø+Andersen+Pelle+Conqueror&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG40813,Smoke,"Turgenev, Ivan Sergeevich",71,{'Russia -- Social life and customs -- Fiction'},1868.0,Ivan+Turgenev,Smoke,https://www.worldcat.org/search?q=Ivan+Turgenev+Smoke&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG39595,The Hall and the Grange: A Novel,"Marshall, Archibald",14,"{'England -- Social life and customs -- 20th century -- Fiction', 'Mate selection -- Fiction', 'Country life -- England -- Fiction', 'Brothers -- Fiction', 'Families -- Fiction'}",1901.0,Archibald+Marshall,Hall+Grange,https://www.worldcat.org/search?q=Archibald+Marshall+Hall+Grange&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG1465,The Wreck of the Golden Mary,"Dickens, Charles",73,"{'Gold mines and mining -- Fiction', 'Sea stories', 'Shipwrecks -- Fiction'}",1850.0,Charles+Dickens,Wreck+Golden,https://www.worldcat.org/search?q=Charles+Dickens+Wreck+Golden&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG36823,"Marjorie Dean, High School Junior","Chase, Josephine",23,"{'Families -- Juvenile fiction', 'High school students -- Juvenile fiction', 'Young women -- Social life and customs -- Juvenile fiction', 'Schools -- Juvenile fiction', 'Interpersonal relations -- Juvenile fiction', 'Conflict (Psychology) -- Juvenile fiction'}",1818.0,Josephine+Chase,Marjorie+Dean,https://www.worldcat.org/search?q=Josephine+Chase+Marjorie+Dean&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG62911,Cattle,"Watanna, Onoto",15,"{'Alberta -- Fiction', 'Ranch life -- Fiction'}",1900.0,Onoto+Watanna,Cattle,https://www.worldcat.org/search?q=Onoto+Watanna+Cattle&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG35428,"A Charming Fellow, Volume I","Trollope, Frances Eleanor",21,{'Fiction'},1876.0,Frances+Trollope,Charming+Fellow,https://www.worldcat.org/search?q=Frances+Trollope+Charming+Fellow&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG63499,Dick and Larry: Freshmen,"Lynde, Francis",6,"{'College stories', 'College freshmen -- Juvenile fiction', 'Male friendship -- Fiction'}",1922.0,Francis+Lynde,Dick+Larry,https://www.worldcat.org/search?q=Francis+Lynde+Dick+Larry&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG7334,"With Buller in Natal, Or, a Born Leader","Henty, G. A. (George Alfred)",67,"{'South African War, 1899-1902 -- Fiction'}",1901.0,Henty,With+Buller,https://www.worldcat.org/search?q=Henty+With+Buller&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG5393,The Crisis — Volume 06,"Churchill, Winston",3,"{'United States -- History -- Civil War, 1861-1865 -- Fiction'}",1923.0,Winston+Churchill,Crisis,https://www.worldcat.org/search?q=Winston+Churchill+Crisis&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG57205,The Little Black Princess: A True Tale of Life in the Never-Never Land,"Gunn, Jeannie",11,"{'Children -- Conduct of life -- Juvenile fiction', 'Adventure and adventurers -- Juvenile fiction', 'Conduct of life -- Juvenile fiction', 'Voyages and travels -- Juvenile fiction', 'Northern Territory -- Description and travel -- Juvenile fiction', 'Kings and rulers -- Juvenile fiction'}",1900.0,Jeannie+Gunn,Little+Black,https://www.worldcat.org/search?q=Jeannie+Gunn+Little+Black&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG15569,The Cuckoo Clock,"Molesworth, Mrs.",8,"{'Clocks and watches -- Juvenile fiction', 'Fantasy literature'}",1893.0,Mrs+Molesworth,Cuckoo+Clock,https://www.worldcat.org/search?q=Mrs+Molesworth+Cuckoo+Clock&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG27982,The Ocean Waifs: A Story of Adventure on Land and Sea,"Reid, Mayne",38,"{'Sailors -- Fiction', 'Sea stories', 'Shipwreck survival -- Fiction', 'Shipwrecks -- Fiction'}",1868.0,Mayne+Reid,Ocean+Waifs,https://www.worldcat.org/search?q=Mayne+Reid+Ocean+Waifs&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG26087,Paul the Courageous,"Quiller-Couch, Mabel",6,"{'Courage -- Juvenile fiction', 'Adventure stories'}",1900.0,Couch+Quiller,Paul+Courageous,https://www.worldcat.org/search?q=Couch+Quiller+Paul+Courageous&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
PG33731,The Span o' Life: A Tale of Louisbourg & Quebec,"McIlwraith, Jean N. (Jean Newton)",11,"{'United States -- History -- French and Indian War, 1754-1763 -- Fiction'}",1899.0,Jean+McIlwraith,Span+Life,https://www.worldcat.org/search?q=Jean+McIlwraith+Span+Life&fq=&dblist=638&qt=sort&se=yr&sd=asc&qt=sort_yr_asc
